Ad_Id,House_Type,Bedrooms,Bathrooms,Hydro,Heat,Water,Parking,Pet_Friendly,Air_Conditioning,Smoking,Laundry,Dishwasher,Fridge,Furnished,Gym,Pool,24_Hour_Security,Bicycle_Parking,Storage_Space,Elevator_in_Building,Personal_Outdoor_Space,Agreement,Region,Size,Rent
Ad ID 1548323311,Apartment,Bachelor/Studio,1,Yes,Yes,Yes,1,Limited,No,Outdoors only,Not Included,Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Month-to-month,Windsor South Walkerville West Fontainbleu Walker,900,725
Ad ID 1548351933,House,3,2,Yes,Yes,Yes,2,No,Yes,No,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor South Walkerville West Fontainbleu Walker,1400,2800
Ad ID 1548387810,Duplex/Triplex,2,1,No,No,No,1,Limited,Yes,No,Laundry (In Unit)Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor Sandwich Ojibway West Malden,1000,1550
Ad ID 1548406909,Townhouse,3,1,No,No,No,2,No,Yes,No,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor West Forest Glade East Fontainbleu,1200,1695
Ad ID 1548413455,Apartment,2,1,No,Yes,Yes,0,Yes,No,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Yes,Balcony,1 Year,Windsor University South Cameron,756,1229
Ad ID 1548413527,House,5+,5,Yes,Yes,Yes,1,No,Yes,Outdoors only,Laundry (In Unit)Laundry (In Building),Yes,Yes,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,Month-to-month,Windsor University South Cameron,2000,400
Ad ID 1548417726,Apartment,1,1,No,Yes,Yes,0,Yes,No,Yes,Laundry (In Building),Yes,Yes,No,Yes,Not Included,Not Included,Not Included,Not Included,Yes,Balcony,1 Year,Windsor South Central West Walkerville Remington P,614,1230
Ad ID 1548418772,Apartment,2,1,No,Yes,Yes,1,Limited,No,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor East East Walkerville,950,1395
Ad ID 1548424673,Apartment,1,1,No,No,No,0,No,No,No,Not Included,Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor City Centre NW Walkerville,900,1029
Ad ID 1548436560,Basement,1,1,Yes,Yes,Yes,0,No,Yes,Outdoors only,Laundry (In Unit),Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor South Walkerville West Fontainbleu Walker,900,1400
Ad ID 1548445625,House,1,1,Yes,Yes,Yes,1,No,No,No,Laundry (In Building),Not Included,Yes,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,150,430
Ad ID 1548477519,House,5+,2,No,No,No,2,No,Yes,No,Laundry (In Building),Not Included,Yes,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,1300,
Ad ID 1548485258,House,4 + Den,2,No,No,No,3,No,Yes,Outdoors only,Laundry (In Unit)Laundry (In Building),Yes,Yes,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor South East Malden,1200,2100
Ad ID 1548493598,House,4,2,No,No,No,1,Yes,Yes,Yes,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,1800,1800
Ad ID 1548505853,Apartment,2,1,No,No,No,1,No,Yes,Outdoors only,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor University South Cameron,980,1300
Ad ID 1548508347,Duplex/Triplex,4,2,Yes,Yes,Yes,1,Limited,Yes,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor Sandwich Ojibway West Malden,1000,1800
Ad ID 1548518867,Apartment,1,1,Yes,Yes,Yes,1,Limited,No,No,Laundry (In Building),Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Balcony,1 Year,Windsor City Centre NW Walkerville,600,995
Ad ID 1548553635,Duplex/Triplex,3,1,Yes,Yes,Yes,1,Limited,Yes,Outdoors only,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor City Centre NW Walkerville,1000,1480
Ad ID 1548568256,Apartment,2,1,No,No,Yes,1,Limited,Yes,Outdoors only,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor City Centre NW Walkerville,800,980
Ad ID 1548571274,Apartment,3,1,Yes,Yes,Yes,0,No,No,Outdoors only,Laundry (In Building),Not Included,Not Included,No,Not Included,Not Included,Yes,Not Included,Not Included,Yes,Not Included,1 Year,Windsor University South Cameron,1100,1400
Ad ID 1548618478,Basement,2,1,Yes,Yes,Yes,1,No,Yes,Outdoors only,Laundry (In Unit),Yes,Yes,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor Roseland,2100,1700
Ad ID 1548623056,Apartment,1,1,Yes,Yes,Yes,1,No,No,No,Laundry (In Building),Not Included,Yes,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,600,720
Ad ID 1548626944,House,3,1,No,No,No,1,Limited,Yes,Outdoors only,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor City Centre NW Walkerville,1000,1900
Ad ID 1548632837,Basement,1 + Den,1,No,No,No,0,No,Yes,No,Laundry (In Unit),Not Included,Not Included,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor University South Cameron,800,950
Ad ID 1548656425,Basement,2,1,No,No,No,0,No,Yes,No,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,1400,1200
Ad ID 1548681136,Apartment,2,1,No,No,Yes,1,Yes,Yes,Outdoors only,Laundry (In Building),Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Balcony,1 Year,Windsor University South Cameron,900,1100
Ad ID 1548709446,House,3 + Den,2.5,No,No,No,2,Limited,Yes,No,Laundry (In Unit)Laundry (In Building),Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor South Central West Walkerville Remington P,1450,1950
Ad ID 1548709587,Duplex/Triplex,3,1,No,No,No,1,No,No,No,Laundry (In Building),Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,1000,1200
Ad ID 1548744107,Condo,2,1,No,Yes,Yes,1,No,Yes,No,Not Included,Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor Sandwich Ojibway West Malden,850,1250
Ad ID 1548749891,Condo,1,1.5,No,No,No,1,Yes,Yes,No,Laundry (In Unit),Yes,Yes,No,Yes,Not Included,Not Included,Not Included,Yes,Yes,Balcony,1 Year,Windsor East Riverside,824,1680
Ad ID 1548755148,House,5+,2,No,No,No,1,Limited,Yes,No,Laundry (In Building),Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,2000,2200
Ad ID 1548768070,Basement,2,1,Yes,Yes,Yes,0,No,Yes,Yes,Laundry (In Unit)Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor University South Cameron,800,1200
Ad ID 1548770411,House,4,2,No,No,No,3,No,Yes,No,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor South Walkerville West Fontainbleu Walker,1700,2300
Ad ID 1548781431,Apartment,Bachelor/Studio,1,Yes,Yes,Yes,1,No,Yes,No,Laundry (In Building),Not Included,Yes,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor University South Cameron,700,900
Ad ID 1548799312,Apartment,2,1,Yes,Yes,Yes,1,Yes,Yes,Outdoors only,Not Included,Yes,Yes,No,Not Included,Not Included,Not Included,Yes,Yes,Not Included,Yard,1 Year,Windsor City Centre NW Walkerville,1,1500
Ad ID 1548801928,Apartment,Bachelor/Studio,1,No,Yes,No,1,Limited,Yes,No,Laundry (In Building),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor City Centre NW Walkerville,850,1050
Ad ID 1548802739,House,5+,2,No,No,No,2,No,Yes,No,Laundry (In Unit)Laundry (In Building),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,2400,1850
Ad ID 1548862001,Condo,2,2,No,Yes,No,1,Limited,Yes,No,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Yes,Balcony,1 Year,Windsor East Forest Glade,1190,1975
Ad ID 1548877408,Duplex/Triplex,2,1,No,No,Yes,2,Yes,No,Outdoors only,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor East East Walkerville,1100,1100
Ad ID 1548902211,House,3 + Den,1,No,No,No,2,No,No,No,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor Sandwich Ojibway West Malden,1200,1575
Ad ID 1548944405,House,3,1,No,No,No,2,No,Yes,Outdoors only,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,1500,1900
Ad ID 1548952405,Duplex/Triplex,2 + Den,1,No,No,Yes,2,No,Yes,No,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor City Centre NW Walkerville,1400,2195
Ad ID 1548970933,House,3,1,No,No,No,1,Yes,Yes,No,Laundry (In Building),Not Included,Not Included,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor Sandwich Ojibway West Malden,800,1300
Ad ID 1548978319,Apartment,3,1,No,No,Yes,0,Limited,No,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Yes,Not Included,Yard,1 Year,Windsor City Centre NW Walkerville,1200,1500
Ad ID 1548981724,Duplex/Triplex,2,1,No,No,No,3,Limited,Yes,Outdoors only,Laundry (In Unit)Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,Month-to-month,Windsor University South Cameron,1000,1300
Ad ID 1548981816,House,5+,2.5,No,No,No,3,Limited,Yes,Outdoors only,Laundry (In Unit)Laundry (In Building),Yes,Yes,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,Month-to-month,Windsor University South Cameron,3000,400
Ad ID 1548998943,Condo,1,1,Yes,Yes,Yes,1,No,Yes,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Yes,Yes,Not Included,Yes,Balcony,1 Year,Windsor City Centre NW Walkerville,650,
Ad ID 1549007381,Duplex/Triplex,2 + Den,1,No,No,Yes,0,Limited,Yes,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Balcony,1 Year,Windsor University South Cameron,995,1260
Ad ID 1549033203,Basement,2,1.5,Yes,Yes,Yes,1,No,Yes,No,Laundry (In Unit)Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,Month-to-month,Windsor Sandwich Ojibway West Malden,1800,1500
Ad ID 1549033531,House,5+,1,No,No,No,1,No,No,No,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor Sandwich Ojibway West Malden,2500,1800
Ad ID 1549047405,House,3,1,No,No,No,1,Limited,Yes,No,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor South Central West Walkerville Remington P,1,1575
Ad ID 1549055325,House,4 + Den,2,No,No,No,0,Limited,Yes,No,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,1,1750
Ad ID 1549068238,Condo,2,1,No,No,No,1,Limited,Yes,No,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Yes,Yes,Yes,Balcony,1 Year,Windsor Riverside,1,1600
Ad ID 1549074400,House,2,1,No,No,No,1,Limited,Yes,No,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor Riverside,1,1400
Ad ID 1549076566,Duplex/Triplex,2,1,No,No,Yes,1,Limited,Yes,No,Not Included,Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,1,1300
Ad ID 1549079680,Duplex/Triplex,2,1,No,No,Yes,1,Limited,Yes,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor City Centre NW Walkerville,1,1300
Ad ID 1549083219,Apartment,2,1,Yes,Yes,Yes,1,No,No,Yes,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Balcony,1 Year,Windsor Riverside,786,1380
Ad ID 1549102394,Condo,Bachelor/Studio,1,Yes,Yes,Yes,1,No,Yes,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Yes,Not Included,Yes,Yes,Yes,Balcony,Month-to-month,Windsor West Forest Glade East Fontainbleu,450,1100
Ad ID 1549114821,Condo,1,1,No,No,Yes,1,Limited,Yes,Outdoors only,Laundry (In Building),Not Included,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Balcony,1 Year,Windsor City Centre NW Walkerville,650,1300
Ad ID 1549125852,House,3,1,No,No,No,3,No,Yes,Outdoors only,Laundry (In Unit),Yes,Yes,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor South Walkerville West Fontainbleu Walker,1000,1700
Ad ID 1549125878,House,2 + Den,1,No,No,No,1,Limited,Yes,Outdoors only,Laundry (In Building),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor City Centre NW Walkerville,1000,
Ad ID 1549154640,Duplex/Triplex,2 + Den,2,No,No,No,1,Limited,Yes,No,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor Sandwich Ojibway West Malden,1000,
Ad ID 1549158957,House,3,2,No,No,No,0,Limited,Yes,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor Sandwich Ojibway West Malden,1000,
Ad ID 1549160164,Apartment,2,1,No,No,No,1,Limited,Yes,No,Laundry (In Building),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Balcony,1 Year,Windsor City Centre NW Walkerville,800,
Ad ID 1549163171,Duplex/Triplex,3,1,No,No,No,1,Limited,Yes,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor City Centre NW Walkerville,1000,1600
Ad ID 1549172760,Apartment,2,1,No,No,Yes,1,Limited,Yes,No,Not Included,Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor South Central West Walkerville Remington P,1100,1300
Ad ID 1549174414,House,3 + Den,1.5,No,No,No,2,Yes,Yes,No,Laundry (In Unit),Yes,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor Sandwich Ojibway West Malden,2000,1800
Ad ID 1549186587,Apartment,2,1,No,No,Yes,1,No,No,No,Not Included,Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,800,1100
Ad ID 1549186801,Apartment,1,1,Yes,Yes,Yes,2,No,No,Outdoors only,Laundry (In Building),Not Included,Yes,Yes,Not Included,Not Included,Not Included,Yes,Not Included,Not Included,Not Included,Month-to-month,Windsor South Central West Walkerville Remington P,700,1025
Ad ID 1549191614,Townhouse,3 + Den,1,No,No,No,2,No,Yes,No,Laundry (In Unit)Laundry (In Building),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor City Centre NW Walkerville,1500,2000
Ad ID 1549197199,House,2 + Den,1,No,No,No,1,No,Yes,No,Laundry (In Unit),Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor East East Walkerville,750,1650
Ad ID 1549198139,House,3,1,No,No,No,1,No,Yes,No,Laundry (In Unit),Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor East East Walkerville,1000,1750
Ad ID 1549202777,Apartment,2,1,Yes,Yes,Yes,1,No,No,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Yes,Balcony,1 Year,Windsor Sandwich Ojibway West Malden,850,1250
Ad ID 1549227405,House,4,2,No,No,No,1,Limited,Yes,Outdoors only,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor City Centre NW Walkerville,1700,1925
Ad ID 1549230125,Apartment,1,1,No,Yes,Yes,0,Limited,No,No,Laundry (In Building),Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Balcony,1 Year,Windsor City Centre NW Walkerville,500,800
Ad ID 1549230473,Basement,2,1,Yes,Yes,Yes,1,No,Yes,No,Laundry (In Unit),Yes,Yes,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,800,
Ad ID 1549246861,House,3,1,No,No,No,2,No,Yes,No,Laundry (In Unit)Laundry (In Building),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor South Central West Walkerville Remington P,950,1795
Ad ID 1549251983,House,2,1,No,No,Yes,2,No,No,No,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor South Walkerville West Fontainbleu Walker,1000,
Ad ID 1549252622,House,4,2,No,No,No,3,No,Yes,No,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor South East Malden,2100,2200
Ad ID 1549258261,House,4,2,No,No,No,1,No,Yes,No,Laundry (In Unit),Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,1800,
